,market,platform,from,to,transition_probability,weight,group
130,market3,Android APP,P4,B2,0.001530711,0.743793287,group4
131,market3,Android APP,P4,P18,0.001947857,0.743793287,group4
132,market3,Android APP,P4,P8,0.006950066,0.743793287,group4
133,market3,Android APP,P4,P12,0.000410075,0.743793287,group4
134,market3,Android APP,P4,P16,0.000314627,0.743793287,group4
135,market3,Android APP,P4,P9,0.005224923,0.743793287,group4
136,market3,Android APP,P4,P21,0.002524083,0.743793287,group4
137,market3,Android APP,P4,P17,0.00054441,0.743793287,group4
138,market3,Android APP,P4,P22,0.001385771,0.743793287,group4
139,market3,Android APP,P4,P6,3.54E-06,0.743793287,group4
140,market3,Android APP,P4,P13,7.07E-05,0.743793287,group4
141,market3,Android APP,P4,P7,7.07E-06,0.743793287,group4
142,market3,Android APP,P5,AppClose,0.243137255,0.002011496,group4
143,market3,Android APP,P5,P6,0.394771242,0.002011496,group4
144,market3,Android APP,P5,B3,0.08496732,0.002011496,group4
145,market3,Android APP,P5,P7,0.173856209,0.002011496,group4
146,market3,Android APP,P5,P23,0.040522876,0.002011496,group4
147,market3,Android APP,P5,P19,0.013071895,0.002011496,group4
148,market3,Android APP,P5,P11,0.02745098,0.002011496,group4
149,market3,Android APP,P5,P15,0.010457516,0.002011496,group4
150,market3,Android APP,P5,P20,0.002614379,0.002011496,group4
151,market3,Android APP,P5,P14,0.002614379,0.002011496,group4
152,market3,Android APP,P5,P18,0.00130719,0.002011496,group4
153,market3,Android APP,P5,P10,0.002614379,0.002011496,group4
154,market3,Android APP,P5,P24,0.00130719,0.002011496,group4
155,market3,Android APP,P5,P1,0.00130719,0.002011496,group4
156,market3,Android APP,P6,AppClose,0.215564738,0.007635796,group4
157,market3,Android APP,P6,B3,0.100895317,0.007635796,group4
158,market3,Android APP,P6,P7,0.424586777,0.007635796,group4
159,market3,Android APP,P6,P5,0.163911846,0.007635796,group4
160,market3,Android APP,P6,P23,0.03546832,0.007635796,group4
161,market3,Android APP,P6,P19,0.013774105,0.007635796,group4
162,market3,Android APP,P6,P15,0.007231405,0.007635796,group4
163,market3,Android APP,P6,P1,0.004132231,0.007635796,group4
164,market3,Android APP,P6,P11,0.021694215,0.007635796,group4
165,market3,Android APP,P6,P9,0.000344353,0.007635796,group4
166,market3,Android APP,P6,P4,0.002754821,0.007635796,group4
167,market3,Android APP,P6,P10,0.001033058,0.007635796,group4
168,market3,Android APP,P6,P14,0.003787879,0.007635796,group4
169,market3,Android APP,P6,P16,0.00137741,0.007635796,group4
170,market3,Android APP,P6,P20,0.00137741,0.007635796,group4
171,market3,Android APP,P6,P8,0.000344353,0.007635796,group4
172,market3,Android APP,P6,P18,0.000688705,0.007635796,group4
173,market3,Android APP,P6,P21,0.000344353,0.007635796,group4
174,market3,Android APP,P6,P24,0.000688705,0.007635796,group4
175,market3,Android APP,B3,AppClose,0.797186401,0.004485767,group2
176,market3,Android APP,B3,P7,0.072098476,0.004485767,group2
177,market3,Android APP,B3,P23,0.029308324,0.004485767,group2
178,market3,Android APP,B3,P6,0.045134818,0.004485767,group2
179,market3,Android APP,B3,P15,0.008792497,0.004485767,group2
180,market3,Android APP,B3,P5,0.006447831,0.004485767,group2
181,market3,Android APP,B3,P19,0.017584994,0.004485767,group2
182,market3,Android APP,B3,P20,0.004103165,0.004485767,group2
183,market3,Android APP,B3,P16,0.000586166,0.004485767,group2
184,market3,Android APP,B3,P11,0.012895662,0.004485767,group2
185,market3,Android APP,B3,P1,0.003516999,0.004485767,group2
186,market3,Android APP,B3,P10,0.001172333,0.004485767,group2
187,market3,Android APP,B3,P14,0.000586166,0.004485767,group2
188,market3,Android APP,B3,P18,0.000586166,0.004485767,group2
189,market3,Android APP,P7,AppClose,0.12464986,0.007509584,group4
190,market3,Android APP,P7,B3,0.133403361,0.007509584,group4
191,market3,Android APP,P7,P6,0.6267507,0.007509584,group4
192,market3,Android APP,P7,P5,0.042717087,0.007509584,group4
193,market3,Android APP,P7,P23,0.015406162,0.007509584,group4
194,market3,Android APP,P7,P11,0.026260504,0.007509584,group4
195,market3,Android APP,P7,P20,0.007002801,0.007509584,group4
196,market3,Android APP,P7,P19,0.007703081,0.007509584,group4
197,market3,Android APP,P7,P16,0.00105042,0.007509584,group4
198,market3,Android APP,P7,P15,0.007002801,0.007509584,group4
199,market3,Android APP,P7,P1,0.00245098,0.007509584,group4
200,market3,Android APP,P7,P4,0.00140056,0.007509584,group4
201,market3,Android APP,P7,P14,0.00210084,0.007509584,group4
202,market3,Android APP,P7,P21,0.00035014,0.007509584,group4
203,market3,Android APP,P7,P18,0.00070028,0.007509584,group4
204,market3,Android APP,P7,P10,0.00035014,0.007509584,group4
205,market3,Android APP,P7,P24,0.00035014,0.007509584,group4
206,market3,Android APP,P7,P12,0.00035014,0.007509584,group4
207,market3,Android APP,P8,P10,0.999507177,0.042683151,group3
208,market3,Android APP,P8,P14,0.000123206,0.042683151,group3
209,market3,Android APP,P8,P9,0.000246412,0.042683151,group3
210,market3,Android APP,P8,AppClose,0.000123206,0.042683151,group3
211,market3,Android APP,P9,P22,0.964178312,0.059456134,group3
212,market3,Android APP,P9,P10,0.035158323,0.059456134,group3
213,market3,Android APP,P9,AppClose,4.42E-05,0.059456134,group3
214,market3,Android APP,P9,P14,0.00030957,0.059456134,group3
215,market3,Android APP,P9,P3,0.000221122,0.059456134,group3
216,market3,Android APP,P9,P4,4.42E-05,0.059456134,group3
217,market3,Android APP,P9,P21,4.42E-05,0.059456134,group3
218,market3,Android APP,P10,AppClose,0.101358074,0.097774471,group3
219,market3,Android APP,P10,P9,0.447976335,0.097774471,group3
220,market3,Android APP,P10,P18,0.06806508,0.097774471,group3
221,market3,Android APP,P10,P8,0.273147775,0.097774471,group3
222,market3,Android APP,P10,P22,0.054080947,0.097774471,group3
223,market3,Android APP,P10,P19,0.017345704,0.097774471,group3
224,market3,Android APP,P10,P4,0.009466183,0.097774471,group3
225,market3,Android APP,P10,P21,0.011241092,0.097774471,group3
226,market3,Android APP,P10,P1,0.008793868,0.097774471,group3
227,market3,Android APP,P10,P14,0.003684281,0.097774471,group3
228,market3,Android APP,P10,P23,0.000699207,0.097774471,group3
229,market3,Android APP,P10,P20,0.00115638,0.097774471,group3
230,market3,Android APP,P10,P15,0.001263951,0.097774471,group3
231,market3,Android APP,P10,P16,0.000268926,0.097774471,group3
232,market3,Android APP,P10,P17,0.000564744,0.097774471,group3
233,market3,Android APP,P10,B2,5.38E-05,0.097774471,group3
234,market3,Android APP,P10,P12,0.000242033,0.097774471,group3
235,market3,Android APP,P10,P24,0.000430281,0.097774471,group3
236,market3,Android APP,P10,P2,8.07E-05,0.097774471,group3
237,market3,Android APP,P10,P13,2.69E-05,0.097774471,group3
238,market3,Android APP,P10,B1,2.69E-05,0.097774471,group3
239,market3,Android APP,P10,P5,2.69E-05,0.097774471,group3
240,market3,Android APP,P11,AppClose,0.468335788,0.001785367,group4
241,market3,Android APP,P11,P7,0.30191458,0.001785367,group4
242,market3,Android APP,P11,P6,0.114874816,0.001785367,group4
243,market3,Android APP,P11,B3,0.033873343,0.001785367,group4
244,market3,Android APP,P11,P15,0.027982327,0.001785367,group4
245,market3,Android APP,P11,P23,0.020618557,0.001785367,group4
246,market3,Android APP,P11,P5,0.017673049,0.001785367,group4
247,market3,Android APP,P11,P16,0.002945508,0.001785367,group4
248,market3,Android APP,P11,P19,0.004418262,0.001785367,group4
249,market3,Android APP,P11,P1,0.002945508,0.001785367,group4
250,market3,Android APP,P11,P4,0.001472754,0.001785367,group4
251,market3,Android APP,P11,P20,0.002945508,0.001785367,group4
252,market3,Android APP,P12,AppClose,0.252913753,0.002256031,group6
253,market3,Android APP,P12,P21,0.255244755,0.002256031,group6
254,market3,Android APP,P12,P14,0.247086247,0.002256031,group6
255,market3,Android APP,P12,P1,0.231934732,0.002256031,group6
256,market3,Android APP,P12,P15,0.006993007,0.002256031,group6
257,market3,Android APP,P12,P13,0.001165501,0.002256031,group6
258,market3,Android APP,P12,P10,0.001165501,0.002256031,group6
259,market3,Android APP,P12,P19,0.002331002,0.002256031,group6
260,market3,Android APP,P12,P22,0.001165501,0.002256031,group6
261,market3,Android APP,P13,AppClose,0.198887344,0.001890543,group5
262,market3,Android APP,P13,P21,0.481223922,0.001890543,group5
263,market3,Android APP,P13,P1,0.112656467,0.001890543,group5
264,market3,Android APP,P13,P4,0.189151599,0.001890543,group5
265,market3,Android APP,P13,P15,0.002781641,0.001890543,group5
266,market3,Android APP,P13,P14,0.001390821,0.001890543,group5
267,market3,Android APP,P13,P12,0.011126565,0.001890543,group5
268,market3,Android APP,P13,P19,0.002781641,0.001890543,group5
269,market3,Android APP,P14,AppClose,0.215143665,0.022328918,group5
270,market3,Android APP,P14,P21,0.459609044,0.022328918,group5
271,market3,Android APP,P14,P1,0.195124823,0.022328918,group5
272,market3,Android APP,P14,P13,0.077720207,0.022328918,group5
273,market3,Android APP,P14,P12,0.019430052,0.022328918,group5
274,market3,Android APP,P14,P4,0.025435704,0.022328918,group5
275,market3,Android APP,P14,P15,0.000942063,0.022328918,group5
276,market3,Android APP,P14,P19,0.004003768,0.022328918,group5
277,market3,Android APP,P14,P10,0.000353274,0.022328918,group5
278,market3,Android APP,P14,P20,0.000471032,0.022328918,group5
279,market3,Android APP,P14,P22,0.000942063,0.022328918,group5
280,market3,Android APP,P14,P18,0.000706547,0.022328918,group5
281,market3,Android APP,P14,P16,0.000117758,0.022328918,group5
282,market3,Android APP,P15,AppClose,0.65056774,0.033808905,group4
283,market3,Android APP,P15,P4,0.165033442,0.033808905,group4
284,market3,Android APP,P15,P3,0.07559496,0.033808905,group4
285,market3,Android APP,P15,P19,0.046430238,0.033808905,group4
286,market3,Android APP,P15,P2,0.023798413,0.033808905,group4
287,market3,Android APP,P15,P23,0.002877586,0.033808905,group4
288,market3,Android APP,P15,B3,0.001088816,0.033808905,group4
289,market3,Android APP,P15,P14,0.006066262,0.033808905,group4
290,market3,Android APP,P15,P20,0.004044175,0.033808905,group4
291,market3,Android APP,P15,P11,0.001710997,0.033808905,group4
292,market3,Android APP,P15,P1,0.007388396,0.033808905,group4
293,market3,Android APP,P15,B2,0.002177633,0.033808905,group4
294,market3,Android APP,P15,P16,0.000699953,0.033808905,group4
295,market3,Android APP,P15,P8,0.002022087,0.033808905,group4
296,market3,Android APP,P15,P9,0.001710997,0.033808905,group4
297,market3,Android APP,P15,P10,0.003033131,0.033808905,group4
298,market3,Android APP,P15,P21,0.001088816,0.033808905,group4
299,market3,Android APP,P15,P18,0.00031109,0.033808905,group4
300,market3,Android APP,P15,B1,0.000155545,0.033808905,group4
301,market3,Android APP,P15,P5,0.000233318,0.033808905,group4
302,market3,Android APP,P15,P22,0.000544408,0.033808905,group4
303,market3,Android APP,P15,P6,0.001088816,0.033808905,group4
304,market3,Android APP,P15,P7,0.001399907,0.033808905,group4
305,market3,Android APP,P15,P24,0.000388863,0.033808905,group4
306,market3,Android APP,P15,P12,0.000388863,0.033808905,group4
307,market3,Android APP,P15,P17,0.000155545,0.033808905,group4
308,market3,Android APP,P16,AppClose,0.453125,0.002019384,group4
309,market3,Android APP,P16,B1,0.19921875,0.002019384,group4
310,market3,Android APP,P16,P19,0.177083333,0.002019384,group4
311,market3,Android APP,P16,P23,0.057291667,0.002019384,group4
312,market3,Android APP,P16,P14,0.026041667,0.002019384,group4
313,market3,Android APP,P16,P20,0.005208333,0.002019384,group4
314,market3,Android APP,P16,P1,0.029947917,0.002019384,group4
315,market3,Android APP,P16,P18,0.02734375,0.002019384,group4
316,market3,Android APP,P16,P2,0.001302083,0.002019384,group4
317,market3,Android APP,P16,P15,0.00390625,0.002019384,group4
318,market3,Android APP,P16,P10,0.005208333,0.002019384,group4
319,market3,Android APP,P16,P12,0.002604167,0.002019384,group4
320,market3,Android APP,P16,P24,0.001302083,0.002019384,group4
321,market3,Android APP,P16,P21,0.001302083,0.002019384,group4
322,market3,Android APP,P16,P4,0.00390625,0.002019384,group4
323,market3,Android APP,P16,P17,0.005208333,0.002019384,group4
324,market3,Android APP,P17,P1,0.998442368,0.001688079,group4
325,market3,Android APP,P17,P19,0.001557632,0.001688079,group4
326,market3,Android APP,P18,P10,0.664367816,0.014869292,group4
327,market3,Android APP,P18,AppClose,0.07515473,0.014869292,group4
328,market3,Android APP,P18,P8,0.150839965,0.014869292,group4
329,market3,Android APP,P18,P19,0.025641026,0.014869292,group4
330,market3,Android APP,P18,P9,0.038549956,0.014869292,group4
331,market3,Android APP,P18,P22,0.011847922,0.014869292,group4
332,market3,Android APP,P18,P1,0.01025641,0.014869292,group4
333,market3,Android APP,P18,P23,0.003713528,0.014869292,group4
334,market3,Android APP,P18,P4,0.006012378,0.014869292,group4
335,market3,Android APP,P18,P14,0.003713528,0.014869292,group4
336,market3,Android APP,P18,P20,0.003536693,0.014869292,group4
337,market3,Android APP,P18,P17,0.002829355,0.014869292,group4
338,market3,Android APP,P18,P15,0.000530504,0.014869292,group4
339,market3,Android APP,P18,P24,0.000707339,0.014869292,group4
340,market3,Android APP,P18,B1,0.000176835,0.014869292,group4
341,market3,Android APP,P18,P2,0.000176835,0.014869292,group4
342,market3,Android APP,P18,P16,0.000707339,0.014869292,group4
343,market3,Android APP,P18,P12,0.000353669,0.014869292,group4
344,market3,Android APP,P18,P21,0.000884173,0.014869292,group4
345,market3,Android APP,P19,P4,0.983893651,0.454332473,group4
346,market3,Android APP,P19,AppClose,0.005301263,0.454332473,group4
347,market3,Android APP,P19,P10,0.007436816,0.454332473,group4
348,market3,Android APP,P19,P21,0.000706063,0.454332473,group4
349,market3,Android APP,P19,P14,0.000607678,0.454332473,group4
350,market3,Android APP,P19,P1,0.001035946,0.454332473,group4
351,market3,Android APP,P19,P23,0.000225709,0.454332473,group4
352,market3,Android APP,P19,P15,0.000196772,0.454332473,group4
353,market3,Android APP,P19,P18,0.000254646,0.454332473,group4
354,market3,Android APP,P19,P3,0.000104173,0.454332473,group4
355,market3,Android APP,P19,P17,8.10E-05,0.454332473,group4
356,market3,Android APP,P19,P16,2.31E-05,0.454332473,group4
357,market3,Android APP,P19,P24,5.79E-06,0.454332473,group4
358,market3,Android APP,P19,P12,2.31E-05,0.454332473,group4
359,market3,Android APP,P19,P2,2.89E-05,0.454332473,group4
360,market3,Android APP,P19,P20,7.52E-05,0.454332473,group4
361,market3,Android APP,P23,AppClose,0.49453506,0.015637079,group4
362,market3,Android APP,P23,B3,0.07196906,0.015637079,group4
363,market3,Android APP,P23,P19,0.10290903,0.015637079,group4
364,market3,Android APP,P23,P11,0.048932235,0.015637079,group4
365,market3,Android APP,P23,P6,0.067260804,0.015637079,group4
366,market3,Android APP,P23,P7,0.132671935,0.015637079,group4
367,market3,Android APP,P23,P5,0.016310745,0.015637079,group4
368,market3,Android APP,P23,P15,0.005549016,0.015637079,group4
369,market3,Android APP,P23,P14,0.010593577,0.015637079,group4
370,market3,Android APP,P23,P1,0.016815201,0.015637079,group4
371,market3,Android APP,P23,P16,0.0084076,0.015637079,group4
372,market3,Android APP,P23,P20,0.005717168,0.015637079,group4
373,market3,Android APP,P23,P18,0.0042038,0.015637079,group4
374,market3,Android APP,P23,P4,0.005549016,0.015637079,group4
375,market3,Android APP,P23,P10,0.003867496,0.015637079,group4
376,market3,Android APP,P23,P17,0.001849672,0.015637079,group4
377,market3,Android APP,P23,P21,0.001177064,0.015637079,group4
378,market3,Android APP,P23,B1,0.000168152,0.015637079,group4
379,market3,Android APP,P23,P24,0.000672608,0.015637079,group4
380,market3,Android APP,P23,P12,0.000504456,0.015637079,group4
381,market3,Android APP,P23,P2,0.000168152,0.015637079,group4
382,market3,Android APP,P23,P3,0.000168152,0.015637079,group4
383,market3,Android APP,P20,AppClose,0.36122264,0.020301645,group4
384,market3,Android APP,P20,P19,0.255795881,0.020301645,group4
385,market3,Android APP,P20,P2,0.25877477,0.020301645,group4
386,market3,Android APP,P20,P15,0.017743816,0.020301645,group4
387,market3,Android APP,P20,P4,0.029141303,0.020301645,group4
388,market3,Android APP,P20,B2,0.01087942,0.020301645,group4
389,market3,Android APP,P20,B3,0.003237923,0.020301645,group4
390,market3,Android APP,P20,P1,0.016189613,0.020301645,group4
391,market3,Android APP,P20,P7,0.008936666,0.020301645,group4
392,market3,Android APP,P20,P14,0.009325217,0.020301645,group4
393,market3,Android APP,P20,P23,0.005957777,0.020301645,group4
394,market3,Android APP,P20,P24,0.003626473,0.020301645,group4
395,market3,Android APP,P20,P10,0.003885507,0.020301645,group4
396,market3,Android APP,P20,P6,0.002201787,0.020301645,group4
397,market3,Android APP,P20,P18,0.008548116,0.020301645,group4
398,market3,Android APP,P20,B1,0.000518068,0.020301645,group4
399,market3,Android APP,P20,P12,0.000777101,0.020301645,group4
400,market3,Android APP,P20,P16,0.000777101,0.020301645,group4
401,market3,Android APP,P20,P17,0.001295169,0.020301645,group4
402,market3,Android APP,P20,P21,0.000388551,0.020301645,group4
403,market3,Android APP,P20,P3,0.000259034,0.020301645,group4
404,market3,Android APP,P20,P5,0.000518068,0.020301645,group4
405,market3,Android APP,P24,AppClose,0.263322884,0.008387806,group4
406,market3,Android APP,P24,P4,0.509717868,0.008387806,group4
407,market3,Android APP,P24,P3,0.08338558,0.008387806,group4
408,market3,Android APP,P24,P19,0.040125392,0.008387806,group4
409,market3,Android APP,P24,P1,0.035109718,0.008387806,group4
410,market3,Android APP,P24,P2,0.00815047,0.008387806,group4
411,market3,Android APP,P24,P20,0.012225705,0.008387806,group4
412,market3,Android APP,P24,P23,0.00846395,0.008387806,group4
413,market3,Android APP,P24,P10,0.008777429,0.008387806,group4
414,market3,Android APP,P24,P14,0.009404389,0.008387806,group4
415,market3,Android APP,P24,P15,0.005642633,0.008387806,group4
416,market3,Android APP,P24,P18,0.00846395,0.008387806,group4
417,market3,Android APP,P24,P22,0.000626959,0.008387806,group4
418,market3,Android APP,P24,P16,0.001567398,0.008387806,group4
419,market3,Android APP,P24,P17,0.003448276,0.008387806,group4
420,market3,Android APP,P24,P13,0.00031348,0.008387806,group4
421,market3,Android APP,P24,B2,0.00031348,0.008387806,group4
422,market3,Android APP,P24,P12,0.000626959,0.008387806,group4
423,market3,Android APP,P24,P21,0.00031348,0.008387806,group4
424,market3,Android APP,P21,AppClose,0.24109589,0.032630931,group4
425,market3,Android APP,P21,P19,0.303303787,0.032630931,group4
426,market3,Android APP,P21,P4,0.135535858,0.032630931,group4
427,market3,Android APP,P21,P3,0.041418211,0.032630931,group4
428,market3,Android APP,P21,P20,0.033601934,0.032630931,group4
429,market3,Android APP,P21,P1,0.088074134,0.032630931,group4
430,market3,Android APP,P21,P14,0.060515713,0.032630931,group4
431,market3,Android APP,P21,P23,0.018694601,0.032630931,group4
432,market3,Android APP,P21,P2,0.011039484,0.032630931,group4
433,market3,Android APP,P21,P15,0.007977438,0.032630931,group4
434,market3,Android APP,P21,P10,0.020547945,0.032630931,group4
435,market3,Android APP,P21,P12,0.005318292,0.032630931,group4
436,market3,Android APP,P21,P17,0.005479452,0.032630931,group4
437,market3,Android APP,P21,P18,0.011603546,0.032630931,group4
438,market3,Android APP,P21,P22,0.002578566,0.032630931,group4
439,market3,Android APP,P21,B2,0.000644641,0.032630931,group4
440,market3,Android APP,P21,B1,0.000241741,0.032630931,group4
441,market3,Android APP,P21,P8,0.002417405,0.032630931,group4
442,market3,Android APP,P21,P9,0.003223207,0.032630931,group4
443,market3,Android APP,P21,P24,0.002175665,0.032630931,group4
444,market3,Android APP,P21,P16,0.003626108,0.032630931,group4
445,market3,Android APP,P21,P7,0.000322321,0.032630931,group4
446,market3,Android APP,P21,P11,0.000241741,0.032630931,group4
447,market3,Android APP,P21,P13,8.06E-05,0.032630931,group4
448,market3,Android APP,P21,P6,8.06E-05,0.032630931,group4
449,market3,Android APP,P21,B3,0.00016116,0.032630931,group4
450,market3,Android APP,P22,P4,0.577979516,0.067775575,group3
451,market3,Android APP,P22,AppClose,0.1369491,0.067775575,group3
452,market3,Android APP,P22,P9,0.107968653,0.067775575,group3
453,market3,Android APP,P22,P19,0.020173805,0.067775575,group3
454,market3,Android APP,P22,P21,0.01994103,0.067775575,group3
455,market3,Android APP,P22,P10,0.064905338,0.067775575,group3
456,market3,Android APP,P22,P8,0.052529485,0.067775575,group3
457,market3,Android APP,P22,P18,0.003685599,0.067775575,group3
458,market3,Android APP,P22,P1,0.006129733,0.067775575,group3
459,market3,Android APP,P22,P15,0.002133768,0.067775575,group3
460,market3,Android APP,P22,P14,0.004383923,0.067775575,group3
461,market3,Android APP,P22,P20,0.000814711,0.067775575,group3
462,market3,Android APP,P22,P7,0.000310366,0.067775575,group3
463,market3,Android APP,P22,P6,0.000232775,0.067775575,group3
464,market3,Android APP,P22,P12,0.000310366,0.067775575,group3
465,market3,Android APP,P22,P3,0.000310366,0.067775575,group3
466,market3,Android APP,P22,P2,3.88E-05,0.067775575,group3
467,market3,Android APP,P22,P16,0.000116387,0.067775575,group3
468,market3,Android APP,P22,P17,0.000193979,0.067775575,group3
469,market3,Android APP,P22,P23,0.000543141,0.067775575,group3
470,market3,Android APP,P22,B3,0.000155183,0.067775575,group3
471,market3,Android APP,P22,P24,0.000116387,0.067775575,group3
472,market3,Android APP,P22,P11,7.76E-05,0.067775575,group3
473,market3,Android APP,AppClose,NA,NA,1,group1
"1","market1","Android APP","AppStart","AppClose",0.323431196975453,1,"group1"
"2","market1","Android APP","AppStart","P19",0.374190047213328,1,"group1"
"3","market1","Android APP","AppStart","P4",0.166404370398509,1,"group1"
"4","market1","Android APP","AppStart","P3",0.0470034912537762,1,"group1"
"5","market1","Android APP","AppStart","P2",0.0155713536296377,1,"group1"
"6","market1","Android APP","AppStart","P23",0.00902660950416961,1,"group1"
"7","market1","Android APP","AppStart","P20",0.0108825817188546,1,"group1"
"8","market1","Android APP","AppStart","P15",0.00501799895081493,1,"group1"
"9","market1","Android APP","AppStart","P12",0.00467791827210072,1,"group1"
"10","market1","Android APP","AppStart","P16",0.00378068414102495,1,"group1"
"11","market1","Android APP","AppStart","P10",0.00795209927461515,1,"group1"
"12","market1","Android APP","AppStart","B2",0.00201515891535971,1,"group1"
"13","market1","Android APP","AppStart","P14",0.00513377109676019,1,"group1"
"14","market1","Android APP","AppStart","P1",0.00713084061431595,1,"group1"
"15","market1","Android APP","AppStart","B1",0.000828494419420777,1,"group1"
"16","market1","Android APP","AppStart","P21",0.00362873319947179,1,"group1"
"17","market1","Android APP","AppStart","P18",0.00416417937446862,1,"group1"
"18","market1","Android APP","AppStart","B3",0.000640364682259728,1,"group1"
"19","market1","Android APP","AppStart","P22",0.00192109404677918,1,"group1"
"20","market1","Android APP","AppStart","P9",0.00185597221468497,1,"group1"
"21","market1","Android APP","AppStart","P8",0.00178361462346918,1,"group1"
"22","market1","Android APP","AppStart","P6",0.000680161357428411,1,"group1"
"23","market1","Android APP","AppStart","P24",0.000477560102024204,1,"group1"
"24","market1","Android APP","AppStart","P11",0.000264105207937628,1,"group1"
"25","market1","Android APP","AppStart","P7",0.000716340153036305,1,"group1"
"26","market1","Android APP","AppStart","P17",0.000633128923138149,1,"group1"
"27","market1","Android APP","AppStart","P5",0.00012300790506684,1,"group1"
"28","market1","Android APP","AppStart","P13",6.51218320942096e-05,1,"group1"
"29","market1","Android APP","B1","AppClose",0.909090909090909,0.00262658056113312,"group2"
"30","market1","Android APP","B1","P16",0.0371900826446281,0.00262658056113312,"group2"
"31","market1","Android APP","B1","P15",0.00550964187327824,0.00262658056113312,"group2"
"32","market1","Android APP","B1","P14",0.0110192837465565,0.00262658056113312,"group2"
"33","market1","Android APP","B1","P19",0.0179063360881543,0.00262658056113312,"group2"
"34","market1","Android APP","B1","P23",0.0068870523415978,0.00262658056113312,"group2"
"35","market1","Android APP","B1","P4",0.00137741046831956,0.00262658056113312,"group2"
"36","market1","Android APP","B1","P12",0.00413223140495868,0.00262658056113312,"group2"
"37","market1","Android APP","B1","P1",0.00137741046831956,0.00262658056113312,"group2"
"38","market1","Android APP","B1","P18",0.00137741046831956,0.00262658056113312,"group2"
"39","market1","Android APP","B1","P20",0.00413223140495868,0.00262658056113312,"group2"
"40","market1","Android APP","P1","P21",0.373005416483677,0.0247137352797525,"group3"
"41","market1","Android APP","P1","AppClose",0.124725516029864,0.0247137352797525,"group3"
"42","market1","Android APP","P1","P10",0.246376811594203,0.0247137352797525,"group3"
"43","market1","Android APP","P1","P12",0.109793588054458,0.0247137352797525,"group3"
"44","market1","Android APP","P1","P22",0.0649978041282389,0.0247137352797525,"group3"
"45","market1","Android APP","P1","P19",0.00761235543844239,0.0247137352797525,"group3"
"46","market1","Android APP","P1","P14",0.0565070999853609,0.0247137352797525,"group3"
"47","market1","Android APP","P1","P4",0.0105401844532279,0.0247137352797525,"group3"
"48","market1","Android APP","P1","P2",0.000146391450739277,0.0247137352797525,"group3"
"49","market1","Android APP","P1","P8",0.00175669740887132,0.0247137352797525,"group3"
"50","market1","Android APP","P1","P9",0.00307422046552481,0.0247137352797525,"group3"
"51","market1","Android APP","P1","P15",0.000292782901478554,0.0247137352797525,"group3"
"52","market1","Android APP","P1","P23",0.00043917435221783,0.0247137352797525,"group3"
"53","market1","Android APP","P1","P13",0.000146391450739277,0.0247137352797525,"group3"
"54","market1","Android APP","P1","P16",0.000146391450739277,0.0247137352797525,"group3"
"55","market1","Android APP","P1","P11",0.000146391450739277,0.0247137352797525,"group3"
"56","market1","Android APP","P1","P3",0.000292782901478554,0.0247137352797525,"group3"
"57","market1","Android APP","B2","AppClose",0.680915951617906,0.160594055823882,"group2"
"58","market1","Android APP","B2","P2",0.151555877183914,0.160594055823882,"group2"
"59","market1","Android APP","B2","P3",0.0580998656052931,0.160594055823882,"group2"
"60","market1","Android APP","B2","P4",0.0653881939419001,0.160594055823882,"group2"
"61","market1","Android APP","B2","P19",0.0257934456735242,0.160594055823882,"group2"
"62","market1","Android APP","B2","P15",0.00615114235500879,0.160594055823882,"group2"
"63","market1","Android APP","B2","P20",0.00398015093559392,0.160594055823882,"group2"
"64","market1","Android APP","B2","P23",0.00139563734105241,0.160594055823882,"group2"
"65","market1","Android APP","B2","P1",0.00113718598159826,0.160594055823882,"group2"
"66","market1","Android APP","B2","P14",0.00289465522588649,0.160594055823882,"group2"
"67","market1","Android APP","B2","P12",0.000671973534580792,0.160594055823882,"group2"
"68","market1","Android APP","B2","P24",0.00015507081567249,0.160594055823882,"group2"
"69","market1","Android APP","B2","P10",0.000516902718908301,0.160594055823882,"group2"
"70","market1","Android APP","B2","P16",0.000361831903235811,0.160594055823882,"group2"
"71","market1","Android APP","B2","P18",0.000413522175126641,0.160594055823882,"group2"
"72","market1","Android APP","B2","P9",0.000310141631344981,0.160594055823882,"group2"
"73","market1","Android APP","B2","P22",5.16902718908301e-05,0.160594055823882,"group2"
"74","market1","Android APP","B2","P8",0.00010338054378166,0.160594055823882,"group2"
"75","market1","Android APP","B2","P21",5.16902718908301e-05,0.160594055823882,"group2"
"76","market1","Android APP","B2","P17",5.16902718908301e-05,0.160594055823882,"group2"
"77","market1","Android APP","P2","B2",0.732100786646967,0.0906025578408495,"group4"
"78","market1","Android APP","P2","AppClose",0.159166234077387,0.0906025578408495,"group4"
"79","market1","Android APP","P2","P4",0.0405302879048037,0.0906025578408495,"group4"
"80","market1","Android APP","P2","P3",0.0378948209080382,0.0906025578408495,"group4"
"81","market1","Android APP","P2","P19",0.0153735574811325,0.0906025578408495,"group4"
"82","market1","Android APP","P2","P20",0.00559038453859362,0.0906025578408495,"group4"
"83","market1","Android APP","P2","P15",0.00399313181328116,0.0906025578408495,"group4"
"84","market1","Android APP","P2","P14",0.00155732140717965,0.0906025578408495,"group4"
"85","market1","Android APP","P2","P23",0.000678832408257797,0.0906025578408495,"group4"
